numQubits,circDepth,numReps,avgDur(s),varDur(s^2)
25,1000,1,223.411004,0.000000
26,1000,1,461.043778,0.000000
27,1000,1,954.658216,0.000000
28,1000,1,1976.678295,0.000000
29,1000,1,4073.315485,0.000000
30,1000,1,9204.094170,0.000000
31,1000,1,19509.401870,0.000000
32,1000,1,38719.118439,0.000000
