numQubits,circDepth,numReps,avgDur(s),varDur(s^2),,
25,1000,1,846.3803296,0,,
26,1000,1,1790.731377,0,,
27,1000,1,3732.893302,0,,
28,1000,1,7315.003591,0,,
29,1000,1,15520.77832,0,,
30,1000,1,30835.8012,0,,
31,1000,1,51715.53154,0,,
,,,,,,
,,,,,,
RERUN (before memory error),,,,,,
numQubits,circDepth,numReps,avgDur(s),varDur(s^2),,WHY SO FAST?
31,1000,1,27297.50468,0,,
